Gene Name	Protein Domain	Protein domain description	Protein start location	Protein End location	Method	Domain ID
VTI1	PF05008	Vesicle transport v-SNARE protein N-terminus; Vesicle transport v-SNARE, N-terminal	12	92	Pfam	2127632
VTI1	PF12352	Snare region anchored in the vesicle membrane C-terminus	127	190	Pfam	2127633
VTS1	PF07647	SAM domain (Sterile alpha motif); Sterile alpha motif domain	451	507	Pfam	2129836
VVS1	PF00083	Sugar (and other) transporter; Major facilitator,  sugar transporter-like	28	481	Pfam	2117625
WBP1	PF03345	Oligosaccharyltransferase 48 kDa subunit beta; Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit	26	421	Pfam	2115891
WHI3	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	540	612	Pfam	2116113
WHI4	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	535	606	Pfam	2129314
WHI5	PF08528	Whi5 like; Transcription factor Nrm1/Whi5	181	205	Pfam	2131087
WRS1	PF00579	tRNA synthetases class I (W and Y); Aminoacyl-tRNA synthetase, class Ic	257	388	Pfam	2130325
WSC2	PF01822	WSC domain; Carbohydrate-binding WSC	28	108	Pfam	2125260
WSC3	PF01102	Glycophorin A	332	410	Pfam	2102959
WSC3	PF01822	WSC domain; Carbohydrate-binding WSC	42	122	Pfam	2130587
WSS1	PF08325	WLM domain; WLM domain	27	220	Pfam	2119063
WWM1	PF00397	WW domain; WW domain	11	41	Pfam	2122483
XDJ1	PF00226	DnaJ domain; DnaJ domain	10	74	Pfam	2119718
XDJ1	PF00684	DnaJ central domain; Heat shock protein DnaJ, cysteine-rich domain	159	234	Pfam	2119719
XDJ1	PF01556	DnaJ C terminal domain; Chaperone DnaJ, C-terminal	133	377	Pfam	2098742
XKS1	PF00370	FGGY family of carbohydrate kinases, N-terminal domain; Carbohydrate kinase, FGGY, N-terminal	150	303	Pfam	2122138
XKS1	PF02782	FGGY family of carbohydrate kinases, C-terminal domain; Carbohydrate kinase, FGGY, C-terminal	315	546	Pfam	2122139
XPT1	PF00156	Phosphoribosyl transferase domain; Phosphoribosyltransferase domain	13	136	Pfam	2098953
XRN1	PF03159	XRN 5'-3' exonuclease N-terminus; Putative 5-3 exonuclease	1	227	Pfam	2111451
XRN1	PF17846	Xrn1 helical domain; Xrn1, helical domain	272	680	Pfam	2094078
XRN1	PF18129	Xrn1 SH3-like domain; 5'-3' exoribonuclease 1, SH3-like domain	1163	1233	Pfam	2094077
XRN1	PF18194	Exoribonuclease 1 Domain-3; Exoribonuclease 1, domain 3	1089	1156	Pfam	2094069
XRN1	PF18332	Exoribonuclease Xrn1 D1 domain; Xrn1, D1 domain	723	914	Pfam	2094072
XRN1	PF18334	Exoribonuclease Xrn1 D2/D3 domain; Exoribonuclease Xrn1, D2/D3 domain	918	1005	Pfam	2094074
XRS2	PF00498	FHA domain; Forkhead-associated (FHA) domain	28	92	Pfam	2115530
XYL2	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	182	314	Pfam	2098697
XYL2	PF08240	Alcohol dehydrogenase GroES-like domain; Alcohol dehydrogenase, N-terminal	31	142	Pfam	2129496
YAE1	PF09811	Essential protein Yae1, N-terminal	34	72	Pfam	2123166
YAF9	PF03366	YEATS family; YEATS	40	120	Pfam	2125551
YAH1	PF00111	2Fe-2S iron-sulfur cluster binding domain; 2Fe-2S ferredoxin-type iron-sulfur binding domain	68	148	Pfam	2130522
YAK1	PF00069	Protein kinase domain; Protein kinase domain	371	704	Pfam	2109756
YAP1	PF00170	bZIP transcription factor; Basic-leucine zipper domain	67	105	Pfam	2110883
YAP1	PF08601	Transcription factor PAP1; Transcription factor PAP1	345	646	Pfam	2110884
YAP1801	PF07651	ANTH domain; AP180 N-terminal homology (ANTH) domain	4	269	Pfam	2119101
YAP1802	PF07651	ANTH domain; AP180 N-terminal homology (ANTH) domain	5	265	Pfam	2124764
YAP3	PF00170	bZIP transcription factor; Basic-leucine zipper domain	147	203	Pfam	2118709
YAP6	PF00170	bZIP transcription factor; Basic-leucine zipper domain	220	277	Pfam	2127356
YAP7	PF00170	bZIP transcription factor; Basic-leucine zipper domain	129	184	Pfam	2129551
YAP7	PF10297	Minimal binding motif of Hap4 for binding to Hap2/3/5; Hap4 transcription factor, heteromerisation domain	50	66	Pfam	2129552
YAR1	PF12796	Ankyrin repeats (3 copies); Ankyrin repeat-containing domain	47	123	Pfam	2122728
YAT1	PF00755	Choline/Carnitine o-acyltransferase; Choline/carnitine acyltransferase domain	4	642	Pfam	2125930
YAT2	PF00755	Choline/Carnitine o-acyltransferase; Choline/carnitine acyltransferase domain	23	732	Pfam	2120596
YBP1	PF08568	Uncharacterised protein family, YAP/Alf4/glomulin; YAP-binding/ALF4/Glomulin	14	667	Pfam	2118079
YBP2	PF08568	Uncharacterised protein family, YAP/Alf4/glomulin; YAP-binding/ALF4/Glomulin	1	632	Pfam	2124463
YBT1	PF00005	ABC transporter; ABC transporter-like	712	862	Pfam	2114104
YBT1	PF00005	ABC transporter; ABC transporter-like	1398	1567	Pfam	2114105
YBT1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	473	649	Pfam	2114106
YBT1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	1084	1328	Pfam	2114107
YCF1	PF00005	ABC transporter; ABC transporter-like	646	780	Pfam	2119765
YCF1	PF00005	ABC transporter; ABC transporter-like	1289	1438	Pfam	2119766
YCF1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	287	578	Pfam	2119767
YCF1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	952	1222	Pfam	2119768
YCG1	PF12719	Nuclear condensing complex subunits, C-term domain; Nuclear condensin complex subunit 3, C-terminal domain	578	859	Pfam	2129046
YCH1	PF00581	Rhodanese-like domain; Rhodanese-like domain	15	130	Pfam	2122241
YCK1	PF00069	Protein kinase domain; Protein kinase domain	69	285	Pfam	2111756
YCK2	PF00069	Protein kinase domain; Protein kinase domain	76	293	Pfam	2111762
YCK3	PF00069	Protein kinase domain; Protein kinase domain	16	267	Pfam	2093025
YCP4	PF03358	NADPH-dependent FMN reductase; NADPH-dependent FMN reductase-like	13	137	Pfam	2089802
YCS4	PF12717	non-SMC mitotic condensation complex subunit 1; Condensin complex subunit 1, C-terminal	351	430	Pfam	2128598
YCS4	PF12717	non-SMC mitotic condensation complex subunit 1; Condensin complex subunit 1, C-terminal	992	1152	Pfam	2100427
YCS4	PF12922	non-SMC mitotic condensation complex subunit 1, N-term; Condensin complex subunit 1, N-terminal	67	235	Pfam	2128599
YCT1	PF07690	Major Facilitator Superfamily; Major facilitator superfamily	67	431	Pfam	2130682
YDC1	PF05875	Ceramidase; Alkaline ceramidase	14	284	Pfam	2104865
YDJ1	PF00226	DnaJ domain; DnaJ domain	7	67	Pfam	2112586
YDJ1	PF00684	DnaJ central domain; Heat shock protein DnaJ, cysteine-rich domain	143	208	Pfam	2112587
YDJ1	PF01556	DnaJ C terminal domain; Chaperone DnaJ, C-terminal	116	336	Pfam	2112588
YEA4	PF08449	UAA transporter family; UAA transporter	4	325	Pfam	2120569
YEA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	42	128	Pfam	2120323
YEA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	136	226	Pfam	2120324
YEA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	242	331	Pfam	2120325
YEF1	PF01513	ATP-NAD kinase; NAD kinase	109	406	Pfam	2114811
YEF3	PF00005	ABC transporter; ABC transporter-like	446	572	Pfam	2110237
YEF3	PF00005	ABC transporter; ABC transporter-like	685	925	Pfam	2110238
YEF3	PF17947	Four helical bundle domain; Four helical bundle domain	336	411	Pfam	2100134
YEH1	PF04083	Partial alpha/beta-hydrolase lipase region; Partial AB-hydrolase lipase domain	179	241	Pfam	2129375
YEH2	PF04083	Partial alpha/beta-hydrolase lipase region; Partial AB-hydrolase lipase domain	151	211	Pfam	2129475
YEL1	PF01369	Sec7 domain; Sec7 domain	96	229	Pfam	2088646
YEN1	PF00867	XPG I-region; XPG-I domain	181	288	Pfam	2120620
YET1	PF05529	Bap31/Bap29 transmembrane region; BAP29/BAP31, transmembrane domain	1	133	Pfam	2099056
YET2	PF05529	Bap31/Bap29 transmembrane region; BAP29/BAP31, transmembrane domain	1	136	Pfam	2100227
YET3	PF05529	Bap31/Bap29 transmembrane region; BAP29/BAP31, transmembrane domain	1	138	Pfam	2090402
YFH1	PF01491	Frataxin-like domain; Frataxin/CyaY	70	172	Pfam	2129264
YFH7	PF07728	AAA domain (dynein-related subfamily); ATPase, dynein-related, AAA domain	27	55	Pfam	2122509
YFT2	PF10261	Inositol phospholipid synthesis and fat-storage-inducing TM; Fat storage-inducing transmembrane protein	46	199	Pfam	2092749
YGK1	PF13023	HD domain; HD domain	38	193	Pfam	2093667
YGK3	PF00069	Protein kinase domain; Protein kinase domain	43	329	Pfam	2130652
YHB1	PF00042	Globin; Globin	7	102	Pfam	2119913
YHB1	PF00970	Oxidoreductase FAD-binding domain; Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	153	261	Pfam	2119914
YHC1	PF06220	U1 zinc finger; U1-C, C2H2-type zinc finger	1	38	Pfam	2128314
YHC3	PF02487	CLN3 protein; Batten's disease protein Cln3	11	395	Pfam	2122972
YHI9	PF02567	Phenazine biosynthesis-like protein; Phenazine biosynthesis PhzF protein	10	290	Pfam	2118772
YHK8	PF07690	Major Facilitator Superfamily; Major facilitator superfamily	85	464	Pfam	2118802
YHM2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	110	198	Pfam	2127396
YHM2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	213	303	Pfam	2127397
YHP1	PF00046	Homeodomain; Homeobox domain	174	230	Pfam	2127460
YIA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	80	168	Pfam	2121496
YIA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	175	264	Pfam	2121497
YIA6	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	276	366	Pfam	2121498
YIF1	PF03878	YIF1; Yif1 family	60	313	Pfam	2125286
YIH1	PF01205	Uncharacterized protein family UPF0029; Impact, N-terminal	144	251	Pfam	2090081
YIH1	PF05773	RWD domain; RWD domain	7	108	Pfam	2112791
YIM1	PF13602	Zinc-binding dehydrogenase	211	362	Pfam	2113225
YIP1	PF04893	Yip1 domain; Yip1 domain	107	244	Pfam	2094793
YIP3	PF03208	PRA1 family protein; Prenylated rab acceptor PRA1	32	172	Pfam	2125068
YIP5	PF04893	Yip1 domain; Yip1 domain	118	300	Pfam	2094176
YJU2	PF04502	Family of unknown function (DUF572); Saf4/Yju2 protein	9	250	Pfam	2098779
YJU3	PF12146	Serine aminopeptidase, S33; Serine aminopeptidase, S33	38	286	Pfam	2099281
YKE2	PF01920	Prefoldin subunit; Prefoldin beta-like	4	103	Pfam	2124001
YKE4	PF02535	ZIP Zinc transporter; Zinc/iron permease	162	343	Pfam	2121464
YKT6	PF00957	Synaptobrevin; Synaptobrevin	138	193	Pfam	2116564
YKT6	PF13774	Regulated-SNARE-like domain; Longin domain	45	113	Pfam	2098987
YKU70	PF02735	Ku70/Ku80 beta-barrel domain; Ku70/Ku80 beta-barrel domain	280	467	Pfam	2102217
YKU70	PF03730	Ku70/Ku80 C-terminal arm; Ku70/Ku80 C-terminal arm	493	558	Pfam	2102216
YKU70	PF03731	Ku70/Ku80 N-terminal alpha/beta domain; Ku70/Ku80, N-terminal alpha/beta	32	267	Pfam	2115098
YKU80	PF02735	Ku70/Ku80 beta-barrel domain; Ku70/Ku80 beta-barrel domain	242	455	Pfam	2100850
YKU80	PF03730	Ku70/Ku80 C-terminal arm; Ku70/Ku80 C-terminal arm	481	551	Pfam	2100849
YKU80	PF03731	Ku70/Ku80 N-terminal alpha/beta domain; Ku70/Ku80, N-terminal alpha/beta	5	231	Pfam	2127735
YLF2	PF01926	50S ribosome-binding GTPase; GTP binding domain	20	131	Pfam	2118686
YLF2	PF06071	Protein of unknown function (DUF933); YchF, C-terminal domain	313	398	Pfam	2118687
YLH47	PF07766	LETM1-like protein; LETM1-like	84	343	Pfam	2128869
YMC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	23	110	Pfam	2104233
YMC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	118	204	Pfam	2113909
YMC1	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	216	306	Pfam	2113910
YMC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	32	119	Pfam	2117408
YMC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	140	223	Pfam	2117409
YMC2	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	236	327	Pfam	2117410
YMD8	PF03151	Triose-phosphate Transporter family; Sugar phosphate transporter domain	7	152	Pfam	2127181
YME1	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	317	446	Pfam	2115045
YME1	PF01434	Peptidase family M41; Peptidase M41	527	706	Pfam	2104068
YME1	PF17862	AAA+ lid domain; AAA ATPase, AAA+ lid domain	470	512	Pfam	2104066
YME2	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	200	266	Pfam	2115185
YME2	PF10443	RNA12 protein; Mitochondrial escape protein 2, C-terminal	364	814	Pfam	2115186
YML6	PF00573	Ribosomal protein L4/L1 family; Ribosomal protein L4/L1e	58	273	Pfam	2123958
YMR1	PF06602	Myotubularin-like phosphatase domain; Myotubularin-like phosphatase domain	136	571	Pfam	2123268
YMR31	PF10937	Ribosomal protein S36, mitochondrial; Ribosomal protein S36, mitochondrial	14	122	Pfam	2110905
YND1	PF01150	GDA1/CD39 (nucleoside phosphatase) family; Nucleoside phosphatase GDA1/CD39	2	455	Pfam	2120575
YNG2	PF12998	Inhibitor of growth proteins N-terminal histone-binding; Inhibitor of growth protein, N-terminal histone-binding	6	110	Pfam	2118904
YNK1	PF00334	Nucleoside diphosphate kinase; Nucleoside diphosphate kinase-like domain	6	139	Pfam	2116522
YOP1	PF03134	TB2/DP1, HVA22 family; TB2/DP1/HVA22-related protein	71	147	Pfam	2131053
YOR1	PF00005	ABC transporter; ABC transporter-like	605	735	Pfam	2124151
YOR1	PF00005	ABC transporter; ABC transporter-like	1230	1395	Pfam	2124152
YOR1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	208	478	Pfam	2124153
YOR1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	899	1159	Pfam	2124154
YOS1	PF08571	Yos1-like; Yos1-like	6	85	Pfam	2131631
YOS9	PF07915	Glucosidase II beta subunit-like protein; Protein OS9-like	116	193	Pfam	2131738
YOS9	PF17880	Yos9 dimerzation domain; Yos9, dimerzation domain	271	395	Pfam	2091087
YOX1	PF00046	Homeodomain; Homeobox domain	177	233	Pfam	2115940
YPC1	PF05875	Ceramidase; Alkaline ceramidase	15	284	Pfam	2089342
YPD1	PF01627	Hpt domain; Signal transduction histidine kinase, phosphotransfer (Hpt) domain	32	89	Pfam	2129337
YPF1	PF04258	Signal peptide peptidase; Peptidase A22B, signal peptide peptidase	145	509	Pfam	2116076
YPI1	PF07491	Protein phosphatase inhibitor; Type 1 protein phosphatase inhibitor	29	95	Pfam	2122494
YPK1	PF00069	Protein kinase domain; Protein kinase domain	349	602	Pfam	2109377
YPK1	PF00433	Protein kinase C terminal domain; Protein kinase, C-terminal	623	663	Pfam	2109378
YPK2	PF00069	Protein kinase domain; Protein kinase domain	346	599	Pfam	2110691
YPK2	PF00433	Protein kinase C terminal domain; Protein kinase, C-terminal	620	660	Pfam	2110692
YPK3	PF00069	Protein kinase domain; Protein kinase domain	130	411	Pfam	2117336
YPK3	PF00433	Protein kinase C terminal domain; Protein kinase, C-terminal	473	514	Pfam	2117337
YPK9	PF00122	E1-E2 ATPase	553	759	Pfam	2131524
YPK9	PF00702	haloacid dehalogenase-like hydrolase	994	1081	Pfam	2131525
YPK9	PF12409	P5-type ATPase cation transporter; P-type ATPase, subfamily  V	306	435	Pfam	2131526
YPK9	PF13246	Cation transport ATPase (P-type)	928	970	Pfam	2105033
YPQ1	PF04193	PQ loop repeat; PQ-loop repeat	13	70	Pfam	2130073
YPQ1	PF04193	PQ loop repeat; PQ-loop repeat	212	270	Pfam	2130074
YPQ2	PF04193	PQ loop repeat; PQ-loop repeat	11	69	Pfam	2128705
YPQ2	PF04193	PQ loop repeat; PQ-loop repeat	185	239	Pfam	2128706
YPR1	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	23	291	Pfam	2131210
YPS1	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	83	477	Pfam	2113892
YPS3	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	63	396	Pfam	2130836
YPS5	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	67	112	Pfam	2124179
YPS6	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	67	428	Pfam	2121629
YPS7	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	56	442	Pfam	2128700
YPT1	PF00071	Ras family; Small GTPase	10	170	Pfam	2106260
YPT10	PF00071	Ras family; Small GTPase	6	162	Pfam	2117670
YPT11	PF00071	Ras family; Small GTPase	201	333	Pfam	2102497
YPT31	PF00071	Ras family; Small GTPase	15	175	Pfam	2118230
YPT32	PF00071	Ras family; Small GTPase	15	174	Pfam	2123945
YPT35	PF00787	PX domain; Phox homology	113	210	Pfam	2095629
YPT52	PF00071	Ras family; Small GTPase	5	194	Pfam	2116595
YPT53	PF00071	Ras family; Small GTPase	14	179	Pfam	2116608
YPT6	PF00071	Ras family; Small GTPase	12	173	Pfam	2131771
YPT7	PF00071	Ras family; Small GTPase	10	177	Pfam	2115422
YRA1	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	82	146	Pfam	2130443
YRA2	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain	66	131	Pfam	2116656
YRA2	PF13865	C-terminal duplication domain of Friend of PRMT1; Chromatin target of PRMT1 protein, C-terminal	144	201	Pfam	2099216
YRB1	PF00638	RanBP1 domain; Ran binding domain	75	196	Pfam	2122078
YRB2	PF00638	RanBP1 domain; Ran binding domain	204	325	Pfam	2121404
YRB30	PF05508	RanGTP-binding protein; GTP-binding nuclear protein Ran-related	1	311	Pfam	2093945
YRF1-1	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	802	961	Pfam	2108624
YRF1-1	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1030	1133	Pfam	2108625
YRF1-2	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	688	847	Pfam	2120842
YRF1-2	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	916	1019	Pfam	2120843
YRF1-3	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	866	1025	Pfam	2108608
YRF1-3	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1094	1197	Pfam	2108609
YRF1-3	PF11603	Regulatory protein Sir1; Sir1, ORC-binding domain	37	152	Pfam	2095214
YRF1-4	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	388	547	Pfam	2105780
YRF1-4	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	616	719	Pfam	2105781
YRF1-5	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	802	961	Pfam	2108630
YRF1-5	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1030	1133	Pfam	2108631
YRF1-6	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	866	1025	Pfam	2125229
YRF1-6	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1094	1197	Pfam	2125230
YRF1-6	PF11603	Regulatory protein Sir1; Sir1, ORC-binding domain	37	152	Pfam	2102446
YRF1-7	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	866	1025	Pfam	2108615
YRF1-7	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1094	1197	Pfam	2108616
YRF1-7	PF11603	Regulatory protein Sir1; Sir1, ORC-binding domain	37	152	Pfam	2104449
YRF1-8	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	802	961	Pfam	2108636
YRF1-8	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	1030	1133	Pfam	2108637
YRM1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	29	65	Pfam	2130932
YRO2	PF01036	Bacteriorhodopsin-like protein; Archaeal/bacterial/fungal rhodopsins	37	257	Pfam	2117373
YRR1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	52	87	Pfam	2130473
YSA1	PF00293	NUDIX domain; NUDIX hydrolase domain	92	202	Pfam	2126325
YSC83	PF08643	Fungal family of unknown function (DUF1776); Protein of unknown function DUF1776, fungi	106	358	Pfam	2095887
YSC84	PF00018	SH3 domain; SH3 domain	415	462	Pfam	2115025
YSC84	PF04366	Las17-binding protein actin regulator; Ysc84 actin-binding domain	89	213	Pfam	2095271
YSF3	PF07189	Splicing factor 3B subunit 10 (SF3b10); Splicing factor 3B subunit 5/RDS3 complex subunit 10	3	74	Pfam	2108285
YSH1	PF00753	Metallo-beta-lactamase superfamily; Metallo-beta-lactamase	20	196	Pfam	2128660
YSH1	PF07521	Zn-dependent metallo-hydrolase RNA specificity domain; Zn-dependent metallo-hydrolase, RNA specificity domain	393	444	Pfam	2100401
YSH1	PF10996	Beta-Casp domain; Beta-Casp domain	251	375	Pfam	2128661
YSH1	PF11718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term; Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	533	777	Pfam	2128662
YSP2	PF02893	GRAM domain; GRAM domain	648	756	Pfam	2129047
YSP2	PF16016	VAD1 Analog of StAR-related lipid transfer domain; VASt domain	855	998	Pfam	2129048
YSP2	PF16016	VAD1 Analog of StAR-related lipid transfer domain; VASt domain	1068	1205	Pfam	2129049
YSR3	PF01569	PAP2 superfamily; Phosphatidic acid phosphatase type 2/haloperoxidase	114	236	Pfam	2111802
YSY6	PF06624	Ribosome associated membrane protein RAMP4; Stress-associated endoplasmic reticulum protein	4	64	Pfam	2118196
YTA12	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	385	517	Pfam	2121033
YTA12	PF01434	Peptidase family M41; Peptidase M41	601	781	Pfam	2101732
YTA12	PF06480	FtsH Extracellular; Peptidase M41, FtsH extracellular	184	277	Pfam	2121034
YTA12	PF17862	AAA+ lid domain; AAA ATPase, AAA+ lid domain	546	585	Pfam	2101735
YTA6	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	507	647	Pfam	2121013
YTA6	PF09336	Vps4 C terminal oligomerisation domain; Vps4 oligomerisation, C-terminal	718	750	Pfam	2121014
YTA6	PF17862	AAA+ lid domain; AAA ATPase, AAA+ lid domain	670	713	Pfam	2105161
YTA7	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	450	585	Pfam	2121025
YTA7	PF00004	ATPase family associated with various cellular activities (AAA); ATPase, AAA-type, core	772	874	Pfam	2121026
YTA7	PF17862	AAA+ lid domain; AAA ATPase, AAA+ lid domain	611	647	Pfam	2095749
YTM1	PF00400	WD domain, G-beta repeat; WD40 repeat	104	131	Pfam	2130128
YTM1	PF00400	WD domain, G-beta repeat; WD40 repeat	135	171	Pfam	2130129
YTM1	PF00400	WD domain, G-beta repeat; WD40 repeat	198	235	Pfam	2130130
YTM1	PF00400	WD domain, G-beta repeat; WD40 repeat	368	404	Pfam	2130131
YTM1	PF08154	NLE (NUC135) domain; NLE	8	72	Pfam	2130132
YTM1	PF11715	Nucleoporin Nup120/160	268	329	Pfam	2104910
YTP1	PF10355	Protein of unknown function (Ytp1); Uncharacterised domain YCR061W, C-terminal	177	412	Pfam	2124985
YUH1	PF01088	Ubiquitin carboxyl-terminal hydrolase, family 1; Peptidase C12, ubiquitin carboxyl-terminal hydrolase	9	213	Pfam	2097383
YUR1	PF01793	Glycolipid 2-alpha-mannosyltransferase; Glycosyl transferase, family 15	65	374	Pfam	2096874
YVH1	PF00782	Dual specificity phosphatase, catalytic domain; Dual specificity phosphatase, catalytic domain	31	169	Pfam	2126389
ZAP1	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	768	790	Pfam	2122989
ZAP1	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	796	818	Pfam	2122990
ZAP1	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	825	846	Pfam	2122991
ZAP1	PF13912	C2H2-type zinc finger	712	728	Pfam	2096875
ZAP1	PF18217	Zap1 zinc finger 2; Zap1, zinc finger 2	618	641	Pfam	2096876
ZDS1	PF08632	Activator of mitotic machinery Cdc14 phosphatase activation C-term; Protein Zds1, C-terminal	843	893	Pfam	2123837
ZDS2	PF08632	Activator of mitotic machinery Cdc14 phosphatase activation C-term; Protein Zds1, C-terminal	854	904	Pfam	2125790
ZIM17	PF05180	DNL zinc finger; Zinc finger, DNL-type	71	133	Pfam	2122188
ZNF1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	6	42	Pfam	2122379
ZPR1	PF03367	ZPR1 zinc-finger domain; Zinc finger, ZPR1-type	52	210	Pfam	2124754
ZPR1	PF03367	ZPR1 zinc-finger domain; Zinc finger, ZPR1-type	294	452	Pfam	2124755
ZPS1	PF13933	Putative peptidase family; Putative peptidase domain, HRXXH	11	248	Pfam	2131398
ZRC1	PF01545	Cation efflux family; Cation efflux protein	13	295	Pfam	2110966
ZRT1	PF02535	ZIP Zinc transporter; Zinc/iron permease	48	372	Pfam	2115077
ZRT2	PF02535	ZIP Zinc transporter; Zinc/iron permease	25	418	Pfam	2131140
ZRT3	PF02535	ZIP Zinc transporter; Zinc/iron permease	12	497	Pfam	2116061
ZTA1	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	160	283	Pfam	2088734
ZTA1	PF08240	Alcohol dehydrogenase GroES-like domain; Alcohol dehydrogenase, N-terminal	36	94	Pfam	2117908
ZUO1	PF00226	DnaJ domain; DnaJ domain	97	165	Pfam	2114457
ZUO1	PF16717	Ribosome-associated complex head domain; Ribosome-associated complex head domain	341	428	Pfam	2114458
ZWF1	PF00479	Glucose-6-phosphate dehydrogenase, NAD binding domain; Glucose-6-phosphate dehydrogenase, NAD-binding	16	196	Pfam	2109162
ZWF1	PF02781	Glucose-6-phosphate dehydrogenase, C-terminal domain; Glucose-6-phosphate dehydrogenase, C-terminal	198	484	Pfam	2109163
	PF00005	ABC transporter; ABC transporter-like	46	213	Pfam	2129606
	PF00005	ABC transporter; ABC transporter-like	50	217	Pfam	2108406
	PF00005	ABC transporter; ABC transporter-like	119	189	Pfam	2130819
	PF00005	ABC transporter; ABC transporter-like	322	485	Pfam	2130820
	PF00005	ABC transporter; ABC transporter-like	710	867	Pfam	2129607
	PF00018	SH3 domain; SH3 domain	35	70	Pfam	2108439
	PF00026	Eukaryotic aspartyl protease; Peptidase family A1 domain	5	67	Pfam	2131573
	PF00042	Globin; Globin	204	263	Pfam	2125358
